alojamiento_tipo;categoria;denominacion;via_tipo;via_nombre;numero;bloque;portal;escalera;planta;puerta;cdpostal;localidad;signatura
PENSION;1-PENSION;ABRIL;CALLE;de Fuencarral;39;;;;4;dcha;;Madrid;HM-2135
CASA HUESPEDES;CASA HUESPEDES;EL ZAMORANO;CALLE;de Toledo;82;;;;3º;;28005;Madrid;HM-2144
CASA HUESPEDES;CASA HUESPEDES;ANTONIO;CALLE;de la Palma;62;;;;3º;IZDA;;Madrid;HM-2153
HOTEL;3-HOTEL;BEST WESTERN HOTEL TRAFALGAR;CALLE;de Trafalgar;35;;;;;;28010;Madrid;HM-2157
HOSTAL;2-HOSTAL;ACUEDUCTO;CALLE;de San Bernardino;6;;;;1º;;28015;Madrid;HM-2159
HOSTAL;1-HOSTAL;AMAIKA;CALLE;de Esparteros;11;;;;3ª;;28012;Madrid;HM-2160
CASA HUESPEDES;CASA HUESPEDES;VARA;CALLE;de Alicante;2;;;;3º;;28045;Madrid;HM-2163
CASA HUESPEDES;CASA HUESPEDES;BECERREA;CALLE;de Arriaza;3;;;;1;DCHA;28008;Madrid;HM-2165
HOSTAL;1-HOSTAL;LEONES;CALLE;de Núñez de Arce;14;;;;2º-3º;Dcha.;28012;Madrid;HM-2176
CASA HUESPEDES;CASA HUESPEDES;NUESTRA SEÑORA DE LOURDES;CALLE;de José Ortega y Gasset;11;;;;4º;;28006;Madrid;HM-2177
HOSTAL;1-HOSTAL;LA NAVA;CALLE;de Alcalá;177;;;;1,2 y3;;28009;Madrid;HM-2191
CASA HUESPEDES;CASA HUESPEDES;TEIJEIRO;CALLE;de Ariza;3;;;;;;28047;Madrid;HM-2197
CASA HUESPEDES;CASA HUESPEDES;RICO;CALLE;de Moratín;50;;;;2º;;28014;Madrid;HM-2203
CASA HUESPEDES;CASA HUESPEDES;SIX ROOMS PLAZA MAYOR;CALLE;de Atocha;32;;;;3º;IZDA;28012;Madrid;HM-2205
HOSTAL;2-HOSTAL;FUENTESOL;CALLE;de la Victoria;2;;;;3º;IZDA;28012;Madrid;HM-2216
PENSION;1-PENSION;FLORIDA;CALLE;del Doctor Cortezo;15;;;;5;Dcha;28012;Madrid;HM-2244
CASA HUESPEDES;CASA HUESPEDES;SANCHEZ;CALLE;de Alcalá;145;;;;4º;C;;Madrid;HM-2246
PENSION;1-PENSION;XUCAR;CALLE;de la Magdalena;28;;;;2;;28012;Madrid;HM-2253
CASA HUESPEDES;CASA HUESPEDES;LOURDES;CALLE;de la Virgen de los Peligros;10;;;;4;DCHA;28013;Madrid;HM-2260
CASA HUESPEDES;CASA HUESPEDES;NOVICIADO;CALLE;de San Bernardo;55;;;;2º;DCHA;;Madrid;HM-2271
HOSTAL;1-HOSTAL;FLORES;CALLE;de Gonzalo Jiménez de Quesada;2;;;;8ª;;28004;Madrid;HM-2291
CASA HUESPEDES;CASA HUESPEDES;CHELO;CALLE;de Hortaleza;17;;;;3º;IZDA;28004;Madrid;HM-2301
PENSION;1-PENSION;CARMEN;CALLE;de Carretas;33;;;;4;izda;28012;Madrid;HM-2304
HOSTAL;2-HOSTAL;GENOVA;CALLE;del General Castaños;15;;;;2º;IZDA;28004;Madrid;HM-2321
HOSTAL;1-HOSTAL;EL TRANCO;CALLE;del Tranco;4;;;;;;28410;Manzanares el Real;HM-2330
HOTEL;3-HOTEL;NH MADRID CHAMBERÍ;CALLE;de Bretón de los Herreros;29;;;;;;28003;Madrid;HM-2336
CASA HUESPEDES;CASA HUESPEDES;SOMIEDO;CALLE;de Méndez Álvaro;6;;;;2º;;;Madrid;HM-2347
CASA HUESPEDES;CASA HUESPEDES;SUAREZ;CALLE;Postas;11;;;;4º;;28012;Madrid;HM-2361
HOSTAL;3-HOSTAL;HISPANO ARGENTINO;CALLE;Gran Vía;15;;;;6º;;28013;Madrid;HM-2373
HOSTAL;1-HOSTAL;THE CITADEL BY PILLOW;CALLE;del Espejo;2;;;;2ª;;28013;Madrid;HM-2379
CASA HUESPEDES;CASA HUESPEDES;GUALCALA;CALLE;de Arriaza;3;;;;3º;IZDA;28008;Madrid;HM-2387
CASA HUESPEDES;CASA HUESPEDES;BARJA;CALLE;de la Puebla;14;;;;3º;;28004;Madrid;HM-2388
CASA HUESPEDES;CASA HUESPEDES;EXTREMADURA;CALLE;de Piamonte;12;;;;3º y 4;;28004;Madrid;HM-2397
PENSION;1-PENSION;UNIVERSAL;CRA;de San Jerónimo;32;;;;3;;28014;Madrid;HM-1493
HOSTAL;2-HOSTAL;SIL;CALLE;de Fuencarral;95;;;;3º;DCHA.;28010;Madrid;HM-1494
PENSION;1-PENSION;LA ZONA;CALLE;de Valverde;7;;;;1 y 2;;28004;Madrid;HM-1495
HOSTAL;2-HOSTAL;EDREIRA;CALLE;de Atocha;75;;;;2º;;28012;Madrid;HM-1496
HOSTAL;1-HOSTAL;ARGENTINA;CALLE;de Méndez Álvaro;14;;;;1ª;;28045;Madrid;HM-1500
PENSION;1-PENSION;LEONESA;CALLE;de la Montera;26;;;;4;;28013;Madrid;HM-1504
CASA HUESPEDES;CASA HUESPEDES;LEON;CALLE;de Atocha;21;;;;3º;;28012;Madrid;HM-1507
HOSTAL;2-HOSTAL;SERRANOS;CALLE;de Fuencarral;95;;;;2ª;;28004;Madrid;HM-1509
HOSTAL;2-HOSTAL;EL PINAR;CALLE;de Isabel la Católica;19;;;;3º;;28013;Madrid;HM-1525
HOSTAL;2-HOSTAL;O''RIVEIRO;PASEO;de la Florida;15;;;;2ª-3ª;;28008;Madrid;HM-1532
HOSTAL;1-HOSTAL;ART MADRID;CALLE;del Conde de Romanones;9;;;;2ª;;28012;Madrid;HM-1536
PENSION;1-PENSION;BERTI;CALLE;de Hortaleza;7;;;;2;izda;28004;Madrid;HM-1537
HOSTAL;1-HOSTAL;MEDIODIA;CALLE;de Tortosa;10;;;;1ª;;28045;Madrid;HM-1545
PENSION;1-PENSION;VETUSTA;CALLE;de las Huertas;3;;;;1;;;Madrid;HM-1561
CASA HUESPEDES;CASA HUESPEDES;PEZ AZUL;CALLE;del Pez;9;;;;1º;;28004;Madrid;HM-1572
PENSION;1-PENSION;INFANTA ISABEL;CALLE;Gran Vía;33;;;;8;izda;28013;Madrid;HM-1576
HOSTAL;1-HOSTAL;LOS PERALES;CALLE;de la Palma;61;;;;1;IZDA;28015;Madrid;HM-1580
CASA HUESPEDES;CASA HUESPEDES;LA MANCHEGA;CALLE;de Méndez Álvaro;6;;;;3º;DCHA;;Madrid;HM-1593
CASA HUESPEDES;CASA HUESPEDES;JAEN;CALLE;de Cervantes;5;;;;3;DCHA;28014;Madrid;HM-1598
CASA HUESPEDES;CASA HUESPEDES;ASTURIAS;CALLE;de Atocha;28;;;;3;;28012;Madrid;HM-1614
CASA HUESPEDES;CASA HUESPEDES;CELE;CALLE;de la Aduana;23;;;;3º;IZDA;28013;Madrid;HM-1628
HOSTAL;2-HOSTAL;ZAMORA;PLAZA;de Pedro Zerolo;1;;;;4ª;;28004;Madrid;HM-1636
CASA HUESPEDES;CASA HUESPEDES;SAN JOSE;PLAZA;del Celenque;1;;;;4º;;28013;Madrid;HM-1653
CASA HUESPEDES;CASA HUESPEDES;LA SALMANTINA;CALLE;de las Minas;6;;;;2º;IZDA;28004;Madrid;HM-1657
CASA HUESPEDES;CASA HUESPEDES;EL CARMEN;CALLE;de la Cava Alta;5;;;;3º;;28005;Madrid;HM-1663
CASA HUESPEDES;CASA HUESPEDES;BLANCO;CALLE;de Atocha;115;;;;1º;DCHA;28012;Madrid;HM-1666
HOSTAL;1-HOSTAL;CASA TERE;AVIA;A-6;54;ENTERO;;;;;28480;Guadarrama;HM-1675
HOSTAL;1-HOSTAL;LOS ANGELES;CALLE;de la Cruz;14;;;;4ª;;28012;Madrid;HM-1694
CASA HUESPEDES;CASA HUESPEDES;LUQUE;CALLE;de Vital Aza;37;;;;;;28017;Madrid;HM-1697
CASA HUESPEDES;CASA HUESPEDES;MARICHELO;CALLE;de Fernando el Católico;9;;;;5º;;28015;Madrid;HM-1720
PENSION;1-PENSION;HOSTALIN MADRID ATOCHA;CALLE;del León;32;;;;2º;DCHA.;28014;Madrid;HM-1721
HOSTAL;3-HOSTAL;LAS MURALLAS;CALLE;de Fuencarral;23;;;;4º;D;28004;Madrid;HM-1733
CASA HUESPEDES;CASA HUESPEDES;FERRAZ;CALLE;de Ferraz;34;;;;5º;;28008;Madrid;HM-1741
PENSION;1-PENSION;DIAZ;CALLE;de Atocha;51;;;;2;izda;28012;Madrid;HM-1757
CASA HUESPEDES;CASA HUESPEDES;GALAICA;CALLE;de Alcántara;16;;;;2º y 3;;28006;Madrid;HM-1768
HOSTAL;1-HOSTAL;LAS TORRES;CALLE;del León;29;;;;2ª;;28014;Madrid;HM-1808
PENSION;1-PENSION;JULIA;CALLE;de la Luna;30;;;;2;;28004;Madrid;HM-1813
HOSTAL;2-HOSTAL;MARIA DEL MAR;CALLE;del Marqués Viudo de Pontejos;7;;;;3º;;28012;Madrid;HM-1846
PENSION;1-PENSION;VALLISOLETANA;CALLE;de Zorrilla;9;;;;3;izda;28014;Madrid;HM-1852
PENSION;1-PENSION;IBIAS;CALLE;de Atocha;90;;;;3;-;28012;Madrid;HM-5060
PENSION;1-PENSION;PIO;CALLE;de la Montera;21;;;;3;IZQ.;28013;Madrid;HM-1867
HOSTAL;1-HOSTAL;DON PEDRO;CALLE;de Guabairo;1;;;;Bajo;;28047;Madrid;HM-1873
CASA HUESPEDES;CASA HUESPEDES;ORENSE;CALLE;de San Bernardino;10;;;;2º;DCHA;;Madrid;HM-1906
HOSTAL;1-HOSTAL;CASANOVA;CALLE;de Lope de Vega;8;;;;1º-2º;;28014;Madrid;HM-1919
PENSION;1-PENSION;BREOGAN;CALLE;de Fuencarral;25;;;;2;izda;;Madrid;HM-3058
HOTEL;2-HOTEL;LAS VEGAS;CTRA;Nacional-V (Madrid-Extremadura);25,600;;;;;;28600;Navalcarnero;HM-3059
HOSTAL;1-HOSTAL;PALMA;CALLE;de la Palma;17;;;;1ª;;28004;Madrid;HM-3068
HOSTAL;2-HOSTAL;RIBADELAGO;CALLE;de San Bernardino;10;;;;1º;;28015;Madrid;HM-3134
CASA HUESPEDES;CASA HUESPEDES;AGAPE;CALLE;de Veneras;2;;;;3;DCHA;28013;Madrid;HM-3137
HOSTAL;1-HOSTAL;RIO;CALLE;de la Cruz;26;;;;3º;Izda.;28012;Madrid;HM-3140
HOSTAL;1-HOSTAL;DIEZMADRID;CALLE;de la Cruz;26;;;;2º;Dcha.;28012;Madrid;HM-3161
HOSTAL;1-HOSTAL;PALACIOS;CALLE;de Fuencarral;25;;;;2º;Dcha.;28004;Madrid;HM-3172
HOTEL;4-HOTEL;MELIA CASTILLA;CALLE;del Poeta Joan Maragall;43;;;;;;28020;Madrid;HM-3175
PENSION;2-PENSION;ROOM PRIDE;CALLE;de San Bartolomé;2;;;;4ª;;28004;Madrid;HM-3195
PENSION;1-PENSION;MARCO POLO;CALLE;de Juan Álvarez Mendizábal;44;;;;3º;dcha.;28008;Madrid;HM-3198
HOSTAL;2-HOSTAL;RIFER;CALLE;Mayor;5;;;;4º;;28013;Madrid;HM-3210
HOSTAL;2-HOSTAL;EDELWEYS;CALLE;de Donoso Cortés;55;;;;BAJO;;28015;Madrid;HM-3218
HOSTAL;1-HOSTAL;NARANCO;CALLE;de la Puebla;6;;;;2º;Izda.;28004;Madrid;HM-3220
CASA HUESPEDES;CASA HUESPEDES;LA CANADIENSE;CALLE;de la Madera;28;;;;2;DCHA;28004;Madrid;HM-3232
PENSION;1-PENSION;GIBERT;CALLE;de la Victoria;6;;;;;;28012;Madrid;HM-3234
CASA HUESPEDES;CASA HUESPEDES;CHILLON;CALLE;de la Virgen de Aránzazu;1;;;;1;5 y 6;28034;Madrid;HM-3237
PENSION;2-PENSION;CARLOS XIII;CALLE;de la Luna;12;;;;1º-2º;;28004;Madrid;HM-3240
CASA HUESPEDES;CASA HUESPEDES;AMIGO;PLAZA;de San Ildefonso;3;;;;1º;;28004;Madrid;HM-3248
HOSTAL;3-HOSTAL;JC ROOM SANTA ANA;CALLE;de la Cruz;8;;;;1º 2º;IZDA;28012;Madrid;HM-3255
CASA HUESPEDES;CASA HUESPEDES;EL CARMEN;CALLE;del Manzanares;16;ENTERO;;;;;28100;Alcobendas;HM-3261
HOSTAL;2-HOSTAL;DON JUAN;PLAZA;de Pedro Zerolo;1;;;;2º;CENTRO;28004;Madrid;HM-3268
HOSTAL;2-HOSTAL;PALOMA;PLAZA;de Poniente;2;ENTERO;;;;;28944;Fuenlabrada;HM-3271
HOSTAL;1-HOSTAL;PARIS;CALLE;de la Montera;15;;;;2ºy 4º;;28013;Madrid;HM-3278
HOSTAL;1-HOSTAL;RETIRO;CALLE;de O'Donnell;27;;;;5º;Izda.;28009;Madrid;HM-3280
CASA HUESPEDES;CASA HUESPEDES;VAZQUEZ;CALLE;de la Virgen de Aránzazu;1;;;;2º;;28034;Madrid;HM-3286
HOSTAL;1-HOSTAL;MADRID PARIS;AVDA;de Madrid;23;ENTERO;;;;;28730;Buitrago del Lozoya;HM-3289
HOTEL;5 estrellas L;VILLA MAGNA;PASEO;de la Castellana;22;;;;;;28046;Madrid;HM-3303
HOSTAL;2-HOSTAL;FRANKFURT;CTRA;M-501 (San Martín de Valdeiglesias);25,00;ENTERO;;;;;28670;Villaviciosa de Odón;HM-3317
PENSION;2-PENSION;CORBERO;CALLE;de Cervantes;34;;;;1º;IZDA.;28014;Madrid;HM-3321
HOTEL;2-HOTEL;ABALU;CALLE;del Pez;19;;;;1º;IZDA.;28004;Madrid;HM-3328
PENSION;1-PENSION;SAN JOSE;CALLE;de la Madera;7;;;;2;DCHA;28004;Madrid;HM-3332
CASA HUESPEDES;CASA HUESPEDES;LOS ANCARES;CALLE;de Mejía Lequerica;3;;;;;;28004;Madrid;HM-3337
HOTEL;4-HOTEL;CITY HOUSE FLORIDA NORTE BY FARANDA;PASEO;de la Florida;5;;;;;;28008;Madrid;HM-3351
HOSTAL;2-HOSTAL;DON JUAN II;PLAZA;de Pedro Zerolo;1;;;;1º;IZDA;28004;Madrid;HM-3353
PENSION;1-PENSION;MACIAS;CALLE;Real;30;;;;1º 2º;;28500;Arganda del Rey;HM-3358
CASA HUESPEDES;CASA HUESPEDES;GOOD STAY ROOMS;CALLE;de los Embajadores;1;;;;4º;;;Madrid;HM-3360
HOSTAL;2-HOSTAL;TREVINCA;CALLE;de Sagasta;23;;;;6º;DCHA;28004;Madrid;HM-3364
HOSTAL;3-HOSTAL;ALHAMBRA DE LUXE;CALLE;de Espoz y Mina;8;;;;3º;DCHA.;28012;Madrid;HM-3365
CASA HUESPEDES;CASA HUESPEDES;MIGUELIN;AVDA;de la Constitución;49;;;;1º;B y C;28931;Móstoles;HM-3368
CASA HUESPEDES;CASA HUESPEDES;SATELI;CALLE;de la Puebla;14;;;;4;IZDA;28004;Madrid;HM-2455
HOSTAL;2-HOSTAL;MIGUEL ANGEL;CALLE;de San Mateo;21;;;;2º;;28004;Madrid;HM-2464
HOSTAL;2-HOSTAL;MARIA CRISTINA;CALLE;de Fuencarral;20;;;;1º 2º;;28004;Madrid;HM-2484
PENSION;1-PENSION;RIOS;CALLE;de Juan Álvarez Mendizábal;44;;;;4ª;DCHA;28008;Madrid;HM-2486
HOSTAL;2-HOSTAL;MEDIEVAL;CALLE;de Fuencarral;46;;;;2º;;28004;Madrid;HM-2499
HOTEL;4-HOTEL;GRAN VERSALLES;CALLE;de Covarrubias;4;;;;;;28010;Madrid;HM-2502
HOTEL;1-HOTEL;JARDIN DE ARANJUEZ;CALLE;del Príncipe;26;;;;;;28300;Aranjuez;HM-2506
HOSTAL;1-HOSTAL;BRUSELAS;CALLE;Pardo de Santallana;44;ENTERO;;;;;28400;Collado Villalba;HM-2512
HOTEL;3-HOTEL;EUROSTARS MADRID GRAN VÍA;CALLE;de Leganitos;13;;;;;;28013;Madrid;HM-2519
PENSION;1-PENSION;NERSAN;CALLE;de Santa Engracia;41;;;;;;;Madrid;HM-2526
HOTEL;2-HOTEL;VILLA DE ALCOBENDAS;BULEV;de Salvador Allende;10;;;;;;28108;Alcobendas;HM-2534
CASA HUESPEDES;CASA HUESPEDES;TOLEDO;CALLE;del Conde de Romanones;10;;;;3;IZDA;28012;Madrid;HM-2546
CASA HUESPEDES;CASA HUESPEDES;LINARES;PLAZA;Cervantes;28;ENTERO;;;;;28801;Alcalá de Henares;HM-2551
HOTEL;3-HOTEL;ANACO;CALLE;de las Tres Cruces;3;;;;;;28013;Madrid;HM-2553
CASA HUESPEDES;CASA HUESPEDES;PAPAY;CALLE;de Hernani;9;;;;4º;;28020;Madrid;HM-2574
PENSION;1-PENSION;STADMADRID;CALLE;del Barco;10;;;;1;Izda;28004;Madrid;HM-2579
HOTEL;4-HOTEL;LIABENY;CALLE;de la Salud;3;;;;;;28013;Madrid;HM-2584
CASA HUESPEDES;CASA HUESPEDES;EL CASTILLO;CALLE;de las Tres Cruces;3;;;;;;28590;Villarejo de Salvanés;HM-2585
HOSTAL;1-HOSTAL;MUÑOZ;CALLE;de Andrés Borrego;14;;;;;;28004;Madrid;HM-2611
HOSTAL;2-HOSTAL;CORAZÓN DE MADRID;CALLE;de San Bartolomé;7;;;;1º;;28004;Madrid;HM-2614
CASA HUESPEDES;CASA HUESPEDES;CUENCA;PLAZA;de la Beata María Ana de Jesús;6;;;;1º;;28045;Madrid;HM-2624
CASA HUESPEDES;CASA HUESPEDES;ABAD-ARIJA;CALLE;del Marqués de Santa Ana;23;;;;1º y 3;;28004;Madrid;HM-2642
CASA HUESPEDES;CASA HUESPEDES;FLOREZ;CALLE;de la Ballesta;12;;;;3;;28004;Madrid;HM-2643
PENSION;1-PENSION;CENTRAL PALACE MADRID;PLAZA;de Oriente;2;;;;3;izda;28013;Madrid;HM-2644
CASA HUESPEDES;CASA HUESPEDES;LA GLORIETA;CALLE;de Fuencarral;105;;;;5;;;Madrid;HM-2652
CASA HUESPEDES;CASA HUESPEDES;LOUMAR;CALLE;del Pez;7;;;;2;IZDA;28004;Madrid;HM-2663
HOSTAL;1-HOSTAL;MET MADRID;CSTAN;de Santiago;2;;;;2;CENTRO;28013;Madrid;HM-2665
HOSTAL;3-HOSTAL;MIRAVALLE;AVIA;A-6;44;ENTERO;;;;;28440;Guadarrama;HM-2668
HOSTAL;1-HOSTAL;RUSIÑOL;CALLE;de San Antonio;76;;;;1º;;28300;Aranjuez;HM-2673
HOSTAL;1-HOSTAL;LAS SIRENAS;CALLE;de los Jardines;11;;;;1º;Dcha.;28013;Madrid;HM-2686
HOTEL;4-HOTEL;VINCCI SOMA;CALLE;de Goya;79;;;;;;28001;Madrid;HM-2690
CASA HUESPEDES;CASA HUESPEDES;BUENOS AIRES;CALLE;Bilbao;23;;;;;;28701;San Sebastián de los Reyes;HM-2697
HOSTAL;2-HOSTAL;ALFARO;CALLE;de Ventura de la Vega;16;;;;2º 3º;;28014;Madrid;HM-2711
CASA HUESPEDES;CASA HUESPEDES;ESCUDE;CALLE;de Barquillo;49;;;;1;CENTRO;28004;Madrid;HM-2717
HOTEL;4-HOTEL;HOTEL CLARIDGE;PLAZA;del Conde de Casal;6;;;;;;28007;Madrid;HM-2719
HOTEL;4-HOTEL;AC CUZCO;PASEO;de la Castellana;133;;;;;;28046;Madrid;HM-2720
HOTEL;5-HOTEL;MELIA MADRID PRINCESA;CALLE;de la Princesa;27;;;;;;28008;Madrid;HM-2741
CASA HUESPEDES;CASA HUESPEDES;ABEL VICTORIANO;CALLE;de San Bernardo;55;;;;1;DCHA;;Madrid;HM-2749
CASA HUESPEDES;CASA HUESPEDES;MUÑOZ MADROÑO;CALLE;de Arriaza;3;;;;1º y 3;IZQDA;28008;Madrid;HM-2765
PENSION;1-PENSION;IBERIA;CALLE;de la Libertad;6;;;;1;dcha;28004;Madrid;HM-2773
CASA HUESPEDES;CASA HUESPEDES;EL FRONTON;BULEV;de Salvador Allende;16;ENTERO;;;;;28108;Alcobendas;HM-2775
HOTEL;3-HOTEL;REYES CATOLICOS;CALLE;del Ángel;18;;;;;;28005;Madrid;HM-2776
HOTEL;3-HOTEL;PUERTA DE TOLEDO;GTA;de Puerta de Toledo;4;;;;;;28005;Madrid;HM-2796
PENSION;1-PENSION;PIQUIO;CALLE;de San Mateo;21;;;;3;;28004;Madrid;HM-2809
HOSTAL;1-HOSTAL;LOPEZ;CALLE;de las Huertas;54;;;;1;;28014;Madrid;HM-2816
PENSION;1-PENSION;CANAL;CALLE;de las Huertas;4;;;;2;;;Madrid;HM-2824
HOSTAL;2-HOSTAL;UNIVERSIDAD;CALLE;de Andrés Mellado;51;;;;;;28015;Madrid;HM-2825
PENSION;2-PENSION;THC LATINA HOSTEL;CALLE;de Fray Ceferino González;1;;;;1º;Izda.;28005;Madrid;HM-2835
PENSION;1-PENSION;BERLIN;CALLE;de la Independencia;2;;;;1;Dcha;28013;Madrid;HM-2845
HOTEL;4-HOTEL;NH EUROBUILDING;CALLE;del Padre Damián;23;;;;;;28036;Madrid;HM-2848
HOSTAL;1-HOSTAL;JACINTO;PASEO;de la Estación;2;;;;1º;D;28807;Alcalá de Henares;HM-2856
HOSTAL;1-HOSTAL;LA MONTAÑA;CALLE;de Juan Álvarez Mendizábal;44;;;;;;28008;Madrid;HM-2860
HOTEL;3-HOTEL;LOS OLIVOS-MOTEL;CTRA;Andalucía;12,700;;;;;;28906;Getafe;HM-2865
CASA HUESPEDES;CASA HUESPEDES;LA POSADA DE EL CHAFLAN;AVDA;de Pío XII;34;;;;;;;Madrid;HM-2875
CASA HUESPEDES;CASA HUESPEDES;ENCARNACION;CALLE;de la Ballesta;26;;;;3;DCHA;28004;Madrid;HM-2877
HOTEL;4-HOTEL;EUROSTARS MONTE REAL;CALLE;de Arroyofresno;17;;;;;;28035;Madrid;HM-2878
HOTEL;4-HOTEL;MERCURE MADRID PLAZA ESPAÑA;CALLE;de Tutor;1;;;;;;28008;Madrid;HM-2901
HOSTAL;1-HOSTAL;LA VERA;CALLE;de la Magdalena;21;;;;2ª;;28012;Madrid;HM-2913
PENSION;1-PENSION;FUENCARRAL ROOMS;CALLE;de Fuencarral;39;;;;3;;;Madrid;HM-2919
CASA HUESPEDES;CASA HUESPEDES;SANTA GEMA;CALLE;de Alcalá;131;;;;5;DHA;;Madrid;HM-2924
PENSION;1-PENSION;SILVANO;CALLE;de Santa Teresa;10;;;;3;;28004;Madrid;HM-2926
CASA HUESPEDES;CASA HUESPEDES;LOS ANGELES;CALLE;de Barbieri;10;;;;2;;28004;Madrid;HM-2931
HOSTAL;2-HOSTAL;RUBIO;CALLE;del Conde de Romanones;8;;;;5;;28012;Madrid;HM-2955
HOSTAL;2-HOSTAL;REAL ARANJUEZ;CALLE;de las Infantas;6;;;;1º;;28300;Aranjuez;HM-2966
CASA HUESPEDES;CASA HUESPEDES;TINEO;CALLE;de Redondilla;4;;;;1 Y 2;C;28005;Madrid;HM-2968
PENSION;1-PENSION;CASA CHUECA;CALLE;de San Bartolomé;4;;;;2;Izda;28004;Madrid;HM-2972
CASA HUESPEDES;CASA HUESPEDES;CASA JUANITO;AVDA;del Paular;29;;;;3º;;28740;Rascafría;HM-2982
HOSTAL;1-HOSTAL;SAN MARTIN;PLAZA;de Anchuelas;5;;;;;;28680;San Martín de Valdeiglesias;HM-2988
CASA HUESPEDES;CASA HUESPEDES;PRADA;CALLE;de Juanelo;18;;;;1;IZDA;28012;Madrid;HM-3022
HOSTAL;2-HOSTAL;ABAMI;CALLE;de San Bernardo;55;;;;3º;DCHA.;28015;Madrid;HM-3025
CASA HUESPEDES;CASA HUESPEDES;APOLO XI;CALLE;de Espoz y Mina;4 Y 6;;;;3;DCHA;28012;Madrid;HM-3031
HOTEL;2-HOTEL;HOTEL MADRID RIO;CALLE;de Antonio López;168;;;;;;28026;Madrid;HM-3033
HOSTAL;3-HOSTAL;VELAZQUEZ 45 BY PILLOW;CALLE;de Velázquez;45;;;;5 6 7;;28001;Madrid;HM-3035
HOSTAL;1-HOSTAL;NAPOLES;CALLE;Nápoles;4;;;;1º;;28912;Leganés;HM-3054
HOTEL;4-HOTEL;SERRANO;CALLE;del Marqués de Villamejor;8;;;;;;28006;Madrid;HM-3056
HOSTAL;2-HOSTAL;CASTILLA III;CALLE;del Marqués Viudo de Pontejos;7;;;;4º;;28012;Madrid;HM-3383
HOTEL;3-HOTEL;EL BEDEL;PLAZA;San Diego;8;;;;;;28801;Alcalá de Henares;HM-3386
CASA HUESPEDES;CASA HUESPEDES;BARCELO;CALLE;de Barceló;1;;;;4º;CENTRO;28004;Madrid;HM-3388
CASA HUESPEDES;CASA HUESPEDES;MORALEDA;CALLE;de Valverde;47;;;;2º;IZ DCH;28004;Madrid;HM-3389
HOSTAL;2-HOSTAL;KRYSE;CALLE;de Fuencarral;25;;;;1º;IZDA;28004;Madrid;HM-3395
CASA HUESPEDES;CASA HUESPEDES;LOS MENDOZAS;PASEO;de la Reina Cristina;8;;;;3º;IZDA.;28014;Madrid;HM-3396
HOTEL;3-HOTEL;IBIS STYLES MADRID PRADO;CALLE;del Prado;11;;;;;;28014;Madrid;HM-3397
CASA HUESPEDES;CASA HUESPEDES;SEVILLA MORENO;CALLE;Mayor;68;;;;2º;;28013;Madrid;HM-3399
CASA HUESPEDES;CASA HUESPEDES;PLACER;CALLE;de Dulcinea;61;;;;1;;28020;Madrid;HM-3403
HOSTAL;2-HOSTAL;SANTA CRUZ;PLAZA;de Santa Cruz;6;;;;2º;;28012;Madrid;HM-3431
CASA HUESPEDES;CASA HUESPEDES;PRECIADOS;CALLE;de Preciados;42;;;;3º;DCHA.;28013;Madrid;HM-3436
HOTEL;4-HOTEL;GRAN ATLANTA MADRID;CALLE;del Aviador Zorita;34-36;;;;;;28020;Madrid;HM-3437
CASA HUESPEDES;CASA HUESPEDES;CARMEN;CALLE;de la Ballesta;30;;;;3º;;28004;Madrid;HM-3438
HOSTAL;3-HOSTAL;AVENIDA;CALLE;el Charco;4-6;ENTERO;;;;;28911;Leganés;HM-3446
HOSTAL;1-HOSTAL;RIO PARANA;CALLE;de Espoz y Mina;5;;;;3º-4º;Izda.;28012;Madrid;HM-3447
PENSION;1-PENSION;MACHIN;CALLE;de Valverde;9;;;;4;;28004;Madrid;HM-3455
HOSTAL;1-HOSTAL;PRIM;CALLE;de Prim;15;;;;2ª;;28004;Madrid;HM-3464
HOSTAL;1-HOSTAL;PRADO;CALLE;de Núñez de Arce;15;;;;2ª;;28012;Madrid;HM-3469
HOSTAL;1-HOSTAL;YUSTA;AVDA;de Pablo Iglesias;12;ENTERO;;;;;28270;Colmenarejo;HM-3748
PENSION;1-PENSION;GRACIELA;CALLE;de la Magdalena;8;;;;4;Dcha;28012;Madrid;HM-3751
CASA HUESPEDES;CASA HUESPEDES;SIETE MONOS;CALLE;de Fuencarral;22;;;;2º;Dcha.;28004;Madrid;HM-3752
HOTEL;4-HOTEL;NOVOTEL MADRID CENTRO;CALLE;de O'Donnell;53;;;;;;;Madrid;HM-3757
HOSTAL;2-HOSTAL;EL FRONTON;BULEV;de Salvador Allende;16;ENTERO;;;;;28108;Alcobendas;HM-3765
HOSTAL;1-HOSTAL;ALAMEDA;CALLE;Estación;4;;;;;;28296;Santa María de la Alameda;HM-3767
HOSTAL;1-HOSTAL;LIDO;CALLE;de Echegaray;5;;;;2º;Izda.;28014;Madrid;HM-3770
HOSTAL;2-HOSTAL;GINEBRA;CALLE;de Fuencarral;17;;;;1º;;28004;Madrid;HM-3774
CASA HUESPEDES;CASA HUESPEDES;TORREJON;AVDA;Constitución;78;;;;4º;D;28850;Torrejón de Ardoz;HM-3777
