ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;TOTAL_ELEM
"8799632";"Circuito deportivo elemental";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438674.725";"4470240.541";"ETRS89";40.38049707;-3.72245641;"CALLE";"VIA LUSITANA";"3";"28025";"PARQUE EMPERATRIZ MARIA DE AUSTRIA";"31035183";"2022-05-06 00:00:00.0";"D1162";"AE21";8
"8799638";"Circuito deportivo elemental";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"445270.545";"4482139.74";"ETRS89";40.48815094;-3.64578252;"AVENIDA";"NICETO ALCALA ZAMORA";"3";"28050";"CALLE ALBERTO DE PALACIOS";"31011039";"2022-04-04 00:00:00.0";"D1664";"AE21";12
"8799941";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"448543.704";"4468324.954";"ETRS89";40.36390797;-3.60604479;"CALLE";"JOSE GUTIERREZ MAROTO";"39";"28051";"CERRO MILANO";"31019548";"2022-03-30 00:00:00.0";"D1865";"AE21";11
"8799950";"Circuito deportivo elemental";"208";"EL SALVADOR";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"447101.547";"4477196.931";"ETRS89";40.44374215;-3.62376670;"PLAZA";"ENSIDESA";"1";"28027";"PLAZA ENSIDESA";"20158323";"2022-03-30 00:00:00.0";"D2066";"AE21";11
"8891609";"Circuito deportivo elemental";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438348.806";"4469797.06";"ETRS89";40.37647793;-3.72625278;"CALLE";"CAZALEGAS";"5 E";"28025";"PARQUE DE LA EMPERATRIZ MARIA DE AUSTRIA";"31003931";"2022-03-30 00:00:00.0";"D1161";"AE21";11
"8907324";"Circuito deportivo elemental";"104";"ALUCHE";"10";"LATINA";"OPERATIVO";"436435.006";"4471852.334";"ETRS89";40.39484895;-3.74900066;"CALLE";"DUQUESA DE PARCENT";"48";"28047";"CALLE LOS YEBENES";"11063785";"2022-03-30 00:00:00.0";"D1067";"AE21";10
"8909085";"Circuito deportivo elemental";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443878.232";"4469004.796";"ETRS89";40.36973143;-3.66105055;"AVENIDA";"JOAQUIN GARRIGUES WALKER";"3";"28053";"PARQUE GARRIGUES WALKER";"31046275";"2022-07-22 00:00:00.0";"D1365";"AE21";8
"8909095";"Circuito deportivo elemental";"211";"ALAMEDA DE OSUNA";"21";"BARAJAS";"OPERATIVO";"450400.465";"4478916.754";"ETRS89";40.45943874;-3.58500293;"CALLE";"LA RIOJA";"27";"28042";"C/LA RIOJA 27";"11139917";"2022-06-24 00:00:00.0";"D2161";"AE21";6
"8914014";"Circuito deportivo elemental";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"446562.57";"4473775.04";"ETRS89";40.41288127;-3.62983420;"AVENIDA";"Avenida del Doctor Garcia Tapia";"125";"28030";;;;;"PV24";2
"8914016";"Circuito deportivo elemental";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"446563.49";"4473810.65";"ETRS89";40.41320213;-3.62982635;"AVENIDA";"Avenida del Doctor Garcia Tapia";"125";"28030";;;;;"PV24";2
"9599976";"Circuito deportivo elemental";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441674.036";"4466587.522";"ETRS89";40.34780388;-3.68679073;"AVENIDA";"GRAN VIA DE VILLAVERDE";"8 Z";"28021";"GRAN VIA DE VILLAVERDE 8";"31073877";"2023-12-15 00:00:00.0";"D1773";"AE21";7
"9646098";"Circuito deportivo elemental";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445130.232";"4480958.378";"ETRS89";40.47749941;-3.64733581;"CALLE";"SANTA SUSANA";"29";"28033";"CALLE DE SANTA SUSANA 29";"11119461";"2024-08-30 00:00:00.0";"D1667";"AE21";12
"9646124";"Circuito deportivo elemental";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441187.77";"4469720.917";"ETRS89";40.37599717;-3.69280505;"CALLE";"SAN MARIO";"18";"28041";"CALLE DE SAN MARIO 18";"31024105";"2024-08-23 00:00:00.0";"D1277";"AE21";0
"7861595";"Circuito deportivo elemental";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"435789.964";"4469767.606";"ETRS89";40.37601938;-3.75639060;"CAMINO";"CRUCES";"4";"28044";;"20078470";"2021-05-06 00:00:00.0";"D1159";"AE21";11
"7862436";"Circuito deportivo elemental";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"434995.623";"4470782.914";"ETRS89";40.38510410;-3.76585067;"CALLE";"NAVIA";"21";"28044";;"20137009";"2021-04-22 00:00:00.0";"D1064";"AE21";9
"7886327";"Circuito deportivo elemental";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"443204.759";"4475739.382";"ETRS89";40.43035475;-3.66958360;"CALLE";"FLORESTAN AGUILAR";"2";"28028";"PARRQUE EVA DUARTE DE PERON";"11017052";"2021-05-06 00:00:00.0";"D0455";"AE21";10
"7889423";"Circuito deportivo elemental";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441979.994";"4470934.495";"ETRS89";40.38698530;-3.68358383;"PARQUE";"ENRIQUE TIERNO GALVAN";;;;;"2021-05-12 00:00:00.0";"D0253";"AE21";14
"7902152";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"448486.224";"4469753.096";"ETRS89";40.37677015;-3.60683713;"CALLE";"MAZATERON";"12";"28051";"REAL DE ARGANDA";"31063532";"2021-05-19 00:00:00.0";"D1864";"AE21";10
"7903120";"Circuito deportivo elemental";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"440106.817";"4466195.097";"ETRS89";40.34415764;-3.70520667;"CALLE";"AMADEO FERNANDEZ";"11";"28021";"JARDIN DE LA LUZ";"11125656";"2021-04-28 00:00:00.0";"D1763";"AE21";8
"7927289";"Circuito deportivo elemental";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"440145.739";"4469316.793";"ETRS89";40.37228242;-3.70504130;"AVENIDA";"POBLADOS";"169";"28041";"PRADOLONGO";"31007159";"2021-05-14 00:00:00.0";"D1259";"AE21";14
"7928004";"Circuito deportivo elemental";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"446202.801";"4471173.124";"ETRS89";40.38941841;-3.63385444;"CALLE";"RAFAEL FERNANDEZ HIJICOS";"43";"28038";"MIGUEL HERNANDEZ 11";"11096620";"2021-05-13 00:00:00.0";"D1360";"AE21";15
"7928031";"Circuito deportivo elemental";"146";"VINATEROS";"14";"MORATALAZ";"OPERATIVO";"445561.437";"4472667.587";"ETRS89";40.40283979;-3.64153850;"CALLE";"HACIENDA DE PAVONES";"160";"28030";"PLAZA CORREGIDOR CONDE DE MACEDA Y TABOADA";"11102502";"2021-05-14 00:00:00.0";"D1457";"AE21";22
"7928069";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447067.664";"4472107.453";"ETRS89";40.39789086;-3.62374261;"BULEVAR";"JOSE PRAT";"11";"28032";"PALMERAS VALDEBERNARDO";"20123299";"2021-04-26 00:00:00.0";"D1966";"AE21";18
"7930170";"Circuito deportivo elemental";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444051.631";"4472960.7";"ETRS89";40.40538024;-3.65935568;"CALLE";"SIERRA TOLEDANA";"65";"28038";"SIERRA ELVIRA";"11142930";"2021-07-30 00:00:00.0";"D1362";"AE21";3
"8775331";"Circuito deportivo elemental";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441670.193";"4471254.287";"ETRS89";40.38984452;-3.68726290;"CALLE";"BRONCE";"5";"28045";"AV DEL PLANETARIO";"31007293";"2022-01-19 00:00:00.0";"D0254";"AE21";13
"8781256";"Circuito deportivo elemental";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444029.144";"4471341.061";"ETRS89";40.39078808;-3.65947829;"CALLE";"ARROYO DEL OLIVAR";"15";"28053";"PAYASO FOFO";"11095427";"2022-03-24 00:00:00.0";"D1363";"AE21";11
"8799531";"Circuito deportivo elemental";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444069.545";"4469888.385";"ETRS89";40.37770421;-3.65887477;"CALLE";"PUERTO DE BALBARAN";"39";"28018";"AHIJONES";"11093744";"2022-03-29 00:00:00.0";"D1364";"AE21";8
"8799540";"Circuito deportivo elemental";"165";"APOSTOL SANTIAGO";"16";"HORTALEZA";"OPERATIVO";"443984.471";"4480994.008";"ETRS89";40.47774389;-3.66085543;"CALLE";"VELEZ RUBIO";"41";"28033";"PARQUE DE MANOTERAS";"11121907";"2022-03-29 00:00:00.0";"D1665";"AE21";6
"8799547";"Circuito deportivo elemental";"205";"ROSAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"448252.724";"4474592.226";"ETRS89";40.42034980;-3.60998096;"CALLE";"MARSELLA";"29";"28022";"PARQUE DE LAS ROSAS";"20126474";"2022-03-29 00:00:00.0";"D2067";"AE21";8
"8799550";"Circuito deportivo elemental";"126";"ZOFIO";"12";"USERA";"OPERATIVO";"439579.036";"4470630.531";"ETRS89";40.38407636;-3.71184073;"AVENIDA";"RAFAELA YBARRA";"23";"28026";"PARQUE OLOF PALME";"11086744";"2022-04-05 00:00:00.0";"D1260";"AE21";15
"8799552";"Circuito deportivo elemental";"151";"VENTAS";"15";"CIUDAD LINEAL";"OPERATIVO";"444293.016";"4474724.407";"ETRS89";40.42128490;-3.65666555;"AVENIDA";"MARQUES DE CORBERA";"4";"28017";"FELIX RODRIGUEZ DE LA FUENTE";"20167853";"2022-04-05 00:00:00.0";"D1555";"AE21";15
"8799554";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447638.516";"4468990.407";"ETRS89";40.36984648;-3.61676002;"AVENIDA";"VILLA DE VALLECAS";"21";"28031";"C/ TORRE DE JUAN ABAD";"31001910";"2022-04-05 00:00:00.0";"D1868";"AE21";16
"8799601";"Circuito deportivo elemental";"214";"TIMON";"21";"BARAJAS";"OPERATIVO";"449509.544";"4480566.551";"ETRS89";40.47424742;-3.59564167;"CALLE";"PLAYA DE BARLOVENTO";"12";"28042";"C/ARROYO DE LA TIA MARTINA CV C/SIMUN";"31033337";"2022-04-05 00:00:00.0";"D2160";"AE21";14
"8799607";"Circuito deportivo elemental";"125";"MOSCARDO";"12";"USERA";"OPERATIVO";"439634.073";"4471201.732";"ETRS89";40.38922602;-3.71124649;"CALLE";"GENERAL MARVA";"53";"28026";"CALLE DE GOYENECHE";"11084410";"2022-05-06 00:00:00.0";"D1261";"AE21";10
"8799633";"Circuito deportivo elemental";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438720.751";"4469762.042";"ETRS89";40.37618990;-3.72186822;"CALLE";"VIA LUSITANA";"3";"28025";"PARQUE EMPERATRIZ MARIA DE AUSTRIA";"31035183";"2022-04-30 00:00:00.0";"D1163";"AE21";6
"8799648";"Circuito deportivo elemental";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439058.342";"4466536.781";"ETRS89";40.34715980;-3.71758355;"PASEO";"FERROVIARIOS";"43";"28021";"PARQUE PLATA Y CASTAÑAR 37";"11124621";"2022-03-30 00:00:00.0";"D1765";"AE21";11
"8799942";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447872.632";"4469200.363";"ETRS89";40.37175259;-3.61401971;"AVENIDA";"LA GAVIA";"42";"28051";"AV DEL ENSANCHEZ DE VALLECAS";"31053927";"2022-03-30 00:00:00.0";"D1866";"AE21";9
"8891581";"Circuito deportivo elemental";"082";"FUENTELARREINA";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"437391.534";"4481246.314";"ETRS89";40.47954586;-3.73865614;"CALLE";"FRESNEDILLAS";"33";"28035";"GABRIELA MISTRAL";"20167433";"2022-03-30 00:00:00.0";"D0870";"AE21";11
"8907322";"Circuito deportivo elemental";"097";"ARAVACA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"433346.533";"4478846.311";"ETRS89";40.45761128;-3.78612288;"CALLE";"RISCO DE LOS CLAVELES";"1";"28023";"CALLE ZARZA";"31069513";"2022-04-05 00:00:00.0";"D0958";"AE21";6
"8909081";"Circuito deportivo elemental";"103";"LUCERO";"10";"LATINA";"OPERATIVO";"435736.479";"4472328.975";"ETRS89";40.39908912;-3.75727899;"CALLE";"SEPULVEDA";"216";"28011";"CV C. DE LOS YEBENES";"31018166";"2022-03-29 00:00:00.0";"D1068";"AE21";8
"8909088";"Circuito deportivo elemental";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443979.64";"4468928.7";"ETRS89";40.36905273;-3.65984947;"AVENIDA";"JOAQUIN GARRIGUES WALKER";"3";"28053";"PARQUE GARRIGUES WALKER";"31046275";"2022-07-22 00:00:00.0";"D1366";"AE21";7
"8914013";"Circuito deportivo elemental";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"446609.04";"4473744.53";"ETRS89";40.41260940;-3.62928395;"AVENIDA";"Avenida del Doctor Garcia Tapia";"125";"28030";;;;;"PV24";5
"8914015";"Circuito deportivo elemental";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"446540.79";"4473787.3";"ETRS89";40.41299032;-3.63009192;"AVENIDA";"Avenida del Doctor Garcia Tapia";"125";"28030";;;;;"PV24";2
